Sequence,Customer_ID,Occu,Salary,total_asset,Loan_Type,Loan_Amount,Amount_Paid,Pay_now,Pay_now_total,Num_Missed_Pay,Total_Installments
1088,NEKOR514191005,Agent/Insurance Broker,39655,196243,Vehicle loan,28865,3207,4,12828,3,9
1089,NEKOR315722166,Business Owner/Personal Business,48487,9928205,Vehicle loan,44824,1867,22,41074,1,24
1090,NEKOR358852337,Agent/Insurance Broker,16480,120540,Personal loan,15536,431,11,4741,10,36
1091,NEKOR262072565,Judge/Attorney,84204,3057713,Vehicle loan,19514,813,15,12195,10,24
1092,NEKOR449202000,Retired,6052,2822527,Vehicle loan,3032,336,8,2688,4,9
1093,NEKOR000612044,Retired,29538,4586007,Personal loan,14112,4704,3,14112,7,3
1094,NEKOR717695119,Agent/Insurance Broker,18509,489006,Vehicle loan,8459,1409,5,7045,2,6
1095,NEKOR861842481,Lawyer/Accountant,22819,8763078,Vehicle loan,9356,3118,3,9354,9,3
1096,NEKOR463917109,Charity Officer,6140,262819,Occupational Loans,3386,141,7,987,4,24
1097,NEKOR661777621,Tour Guide,19344,4533373,Personal loan,12673,1056,11,11616,2,12
1098,NEKOR495313064,Business Owner/Personal Business,59798,2863891,Personal loan,38004,2111,7,14777,10,18
1099,NEKOR296438286,Other,51363,1518925,Personal loan,20898,580,21,12180,3,36
1100,NEKOR158582011,Retired,6406,1918641,Vehicle loan,6231,1038,6,6228,3,6
1101,NEKOR542767309,Lawyer/Accountant,14331,5015203,Vehicle loan,13009,1084,3,3252,4,12
1102,NEKOR644847574,Politician/Family Member or Close Asscociates,5226,7785139,Occupational Loans,4635,257,13,3341,9,18
1103,NEKOR800803059,Retired,3733,145326,Vehicle loan,3472,1157,3,3471,5,3
1104,NEKOR390146267,Student,19611,154922,Personal loan,12506,1042,10,10420,9,12
1105,NEKOR602442040,Househusband/Housewife/Unemployed,7930,46664,Personal loan,7142,297,18,5346,2,24
1106,NEKOR300929614,Other,26620,1154761,Personal loan,18086,1507,12,18084,10,12
1107,NEKOR174939139,Docter/Nurse/Pharmacist,6234,1425575,Personal loan,3185,1061,3,3183,1,3
1108,NEKOR869511440,Tour Guide,41549,1038105,Occupational Loans,16774,5591,3,16773,0,3
1109,NEKOR025435556,Charity Officer,7385,500004,Vehicle loan,6538,726,6,4356,0,9
1110,NEKOR777762312,Street Vendor,9791,1204636,Personal loan,6325,702,6,4212,6,9
1111,NEKOR056523278,Househusband/Housewife/Unemployed,3796,53342,Personal loan,3081,256,7,1792,4,12
1112,NEKOR234461692,Employee,9409,18258,Personal loan,8129,451,8,3608,0,18
1113,NEKOR564523306,Other,45948,4040201,Personal loan,14905,2484,6,14904,6,6
1114,NEKOR470330499,Agent/Insurance Broker,25951,338383,Personal loan,24651,1027,18,18486,3,24
1115,NEKOR270684845,Teacher/Instructor,6684,2440162,Personal loan,5199,216,18,3888,1,24
1116,NEKOR630107168,Teacher/Instructor,29595,4759231,Personal loan,5695,632,3,1896,1,9
1117,NEKOR621426235,Other,31553,4400190,Vehicle loan,27431,1523,15,22845,7,18
1118,NEKOR309631931,Retired,20510,5914421,Vehicle loan,16934,705,8,5640,9,24
1119,NEKOR728655953,Politician/Family Member or Close Asscociates,17928,790348,Personal loan,16819,700,11,7700,1,24
1120,NEKOR651110208,Judge/Attorney,48383,1438234,Personal loan,16000,1777,8,14216,8,9
1121,NEKOR491470556,Police/Military,7137,241424,Personal loan,7088,295,23,6785,9,24
1122,NEKOR143584481,Agent/Insurance Broker,31159,97443,Personal loan,14664,1629,4,6516,8,9
1123,NEKOR993443322,Agent/Insurance Broker,12506,466914,Vehicle loan,12023,4007,3,12021,1,3
1124,NEKOR550192138,Charity Officer,6152,846595,Occupational Loans,4384,243,6,1458,8,18
1125,NEKOR903527094,Househusband/Housewife/Unemployed,8530,93946,Personal loan,4244,176,8,1408,2,24
1126,NEKOR997121022,Business Owner/Personal Business,66673,2645451,Vehicle loan,40066,3338,7,23366,6,12
1127,NEKOR422000041,Judge/Attorney,86502,3383426,Occupational Loans,43912,4879,7,34153,0,9
1128,NEKOR594217635,Police/Military,5361,1592141,Occupational Loans,3962,220,4,880,3,18
1129,NEKOR615633705,Politician/Family Member or Close Asscociates,8964,2967251,Vehicle loan,8060,1343,3,4029,7,6
1130,NEKOR136448295,Charity Officer,3198,522355,Occupational Loans,3100,258,7,1806,0,12
1131,NEKOR975220407,Other,42222,4768817,Personal loan,17163,2860,5,14300,9,6
1132,NEKOR648786268,Docter/Nurse/Pharmacist,13209,1524445,Occupational Loans,11417,3805,3,11415,0,3
1133,NEKOR527566037,Police/Military,10746,674692,Vehicle loan,4580,1526,3,4578,1,3
1134,NEKOR908589949,Other,36552,376285,Vehicle loan,17718,738,9,6642,4,24
1135,NEKOR806763481,Agent/Insurance Broker,8134,112978,Occupational Loans,5221,217,15,3255,10,24
1136,NEKOR972011818,Other,4640,3630896,Vehicle loan,4161,693,3,2079,8,6
1137,NEKOR060761374,Police/Military,24565,1231626,Vehicle loan,9452,525,9,4725,4,18
1138,NEKOR373928143,Politician/Family Member or Close Asscociates,18708,4221015,Personal loan,14333,2388,6,14328,5,6
1139,NEKOR945203588,Police/Military,3919,1054788,Occupational Loans,3062,127,16,2032,6,24
1140,NEKOR103136130,Tour Guide,28807,2525834,Vehicle loan,13968,776,14,10864,3,18
1141,NEKOR343920259,Docter/Nurse/Pharmacist,15189,772754,Personal loan,4861,202,19,3838,2,24
1142,NEKOR039115772,Charity Officer,7712,393425,Vehicle loan,5613,935,5,4675,1,6
1143,NEKOR708320809,Teacher/Instructor,15426,4550591,Occupational Loans,4554,1518,3,4554,9,3
1144,NEKOR239932042,Teacher/Instructor,24840,3905536,Occupational Loans,21974,1220,6,7320,9,18
1145,NEKOR395237200,Teacher/Instructor,16104,4688436,Occupational Loans,11770,1961,4,7844,6,6
1146,NEKOR515984603,Business Owner/Personal Business,4310,699267,Vehicle loan,4170,1390,3,4170,10,3
1147,NEKOR809494214,Tour Guide,21390,630912,Occupational Loans,3092,515,3,1545,4,6
1148,NEKOR257722759,Househusband/Housewife/Unemployed,5640,56142,Vehicle loan,3213,1071,3,3213,9,3
1149,NEKOR047811928,Retired,7697,5986957,Personal loan,6575,2191,3,6573,6,3
1150,NEKOR998062679,Student,12119,117129,Occupational Loans,12034,4011,3,12033,8,3
1151,NEKOR850308610,Docter/Nurse/Pharmacist,52230,576649,Vehicle loan,33910,3767,5,18835,4,9
1152,NEKOR760269340,Student,16117,53428,Vehicle loan,4530,503,8,4024,1,9
1153,NEKOR922186801,Employee,17119,42248,Vehicle loan,9795,1088,3,3264,9,9
1154,NEKOR939057825,Street Vendor,62773,3128840,Vehicle loan,41810,2322,5,11610,10,18
1155,NEKOR830184804,Agent/Insurance Broker,8577,76669,Vehicle loan,7916,2638,3,7914,8,3
1156,NEKOR710517420,Street Vendor,11415,4089330,Vehicle loan,6240,173,12,2076,1,36
1157,NEKOR372749722,Docter/Nurse/Pharmacist,47192,594297,Vehicle loan,22352,1862,7,13034,10,12
1158,NEKOR313115842,Street Vendor,20727,4395837,Vehicle loan,5269,292,6,1752,5,18
1159,NEKOR344478553,Judge/Attorney,114105,4963957,Occupational Loans,87250,4847,18,87246,10,18
1160,NEKOR823804438,Househusband/Housewife/Unemployed,4160,115121,Personal loan,3862,643,6,3858,8,6
1161,NEKOR714202107,Student,16356,98211,Vehicle loan,4584,509,3,1527,2,9
1162,NEKOR259899955,Teacher/Instructor,7823,358348,Occupational Loans,4444,493,5,2465,1,9
1163,NEKOR990755895,Student,8649,79352,Vehicle loan,3519,293,9,2637,2,12
1164,NEKOR297066384,Tour Guide,3009,2477889,Personal loan,3009,250,6,1500,1,12
1165,NEKOR825058038,Politician/Family Member or Close Asscociates,6214,3253113,Personal loan,3983,442,5,2210,2,9
1166,NEKOR598497541,Other,44514,4989869,Personal loan,22219,7406,3,22218,6,3
1167,NEKOR532857013,Docter/Nurse/Pharmacist,5330,1829181,Occupational Loans,4619,128,31,3968,0,36
1168,NEKOR046944042,Docter/Nurse/Pharmacist,17145,1943991,Personal loan,8666,240,23,5520,9,36
1169,NEKOR426225195,Docter/Nurse/Pharmacist,4748,534820,Occupational Loans,3499,145,23,3335,4,24
1170,NEKOR311852809,Employee,33027,155503,Occupational Loans,32038,3559,4,14236,9,9
1171,NEKOR434709153,Other,18158,791457,Occupational Loans,15353,1279,11,14069,6,12
1172,NEKOR112818077,Other,14557,1407833,Occupational Loans,4357,242,4,968,1,18
1173,NEKOR275440181,Teacher/Instructor,37388,567501,Personal loan,25601,4266,6,25596,4,6
1174,NEKOR749335915,Student,24226,22930,Personal loan,4610,768,4,3072,7,6
1175,NEKOR820778533,Charity Officer,4078,32682,Personal loan,3569,594,4,2376,3,6
1176,NEKOR402850973,Charity Officer,21694,606876,Vehicle loan,7660,2553,3,7659,0,3
1177,NEKOR331686286,Teacher/Instructor,23326,3571924,Occupational Loans,21920,1217,11,13387,2,18
1178,NEKOR741231782,Tour Guide,30835,1857883,Vehicle loan,14157,4719,3,14157,10,3
1179,NEKOR057566680,Politician/Family Member or Close Asscociates,13448,2416832,Occupational Loans,3714,103,12,1236,3,36
1180,NEKOR146668280,Student,30891,113156,Vehicle loan,24949,693,14,9702,4,36
1181,NEKOR214892230,Tour Guide,32564,3938490,Occupational Loans,3728,207,5,1035,7,18
1182,NEKOR076141425,Judge/Attorney,91675,3154816,Personal loan,85022,3542,17,60214,6,24
1183,NEKOR835250664,Househusband/Housewife/Unemployed,4553,115186,Personal loan,4179,348,11,3828,3,12
1184,NEKOR400650503,Tour Guide,61147,4305539,Personal loan,7391,1231,4,4924,1,6
1185,NEKOR484637251,Teacher/Instructor,6348,3340526,Vehicle loan,4996,277,7,1939,6,18
1186,NEKOR101783006,Employee,31992,189013,Personal loan,22606,627,29,18183,8,36
1187,NEKOR439827598,Retired,23612,599068,Occupational Loans,16622,5540,3,16620,1,3
1188,NEKOR571649692,Agent/Insurance Broker,28095,243868,Occupational Loans,9756,813,6,4878,5,12
1189,NEKOR420235371,Docter/Nurse/Pharmacist,16414,721649,Vehicle loan,5618,624,3,1872,6,9
1190,NEKOR001421056,Househusband/Housewife/Unemployed,6228,195174,Occupational Loans,4086,454,9,4086,5,9
1191,NEKOR783687719,Househusband/Housewife/Unemployed,5393,187954,Occupational Loans,4549,252,8,2016,5,18
1192,NEKOR672197313,Agent/Insurance Broker,33885,237053,Occupational Loans,24709,1372,12,16464,5,18
1193,NEKOR346253256,Househusband/Housewife/Unemployed,5200,69809,Occupational Loans,3410,94,23,2162,6,36
1194,NEKOR637325347,Street Vendor,3111,4199803,Vehicle loan,3073,128,15,1920,0,24
1195,NEKOR360414823,Agent/Insurance Broker,5369,235011,Occupational Loans,3338,185,9,1665,5,18
1196,NEKOR742273920,Employee,23225,125809,Personal loan,11222,3740,3,11220,4,3
1197,NEKOR066295052,Retired,18637,9769241,Vehicle loan,3244,180,4,720,10,18
1198,NEKOR842399645,Other,24490,4287856,Personal loan,9958,553,9,4977,1,18
1199,NEKOR492275501,Househusband/Housewife/Unemployed,9233,70776,Personal loan,5101,425,3,1275,6,12
1200,NEKOR828953564,Agent/Insurance Broker,4409,109947,Occupational Loans,3756,1252,3,3756,3,3
1201,NEKOR838522283,Police/Military,10109,1620289,Occupational Loans,7145,793,6,4758,7,9
1202,NEKOR466963449,Teacher/Instructor,26143,4006242,Occupational Loans,3270,181,10,1810,9,18
1203,NEKOR093342430,Tour Guide,20235,4412782,Personal loan,19186,6395,3,19185,0,3
1204,NEKOR309056442,Street Vendor,17088,1285309,Personal loan,5315,442,3,1326,8,12
1205,NEKOR255967489,Other,13053,4377308,Personal loan,9533,397,12,4764,2,24
1206,NEKOR853274161,Retired,27576,2017402,Vehicle loan,23361,1297,17,22049,5,18
1207,NEKOR218430744,Retired,16888,1797277,Vehicle loan,12235,679,15,10185,6,18
1208,NEKOR206831920,Politician/Family Member or Close Asscociates,8067,6278468,Vehicle loan,3750,104,18,1872,1,36
1209,NEKOR869201104,Politician/Family Member or Close Asscociates,4517,384768,Occupational Loans,3962,165,12,1980,4,24
1210,NEKOR646526579,Agent/Insurance Broker,9457,219809,Occupational Loans,9208,3069,3,9207,7,3
1211,NEKOR502517623,Street Vendor,3218,1065068,Occupational Loans,3094,171,13,2223,7,18
1212,NEKOR861944812,Employee,8519,63519,Personal loan,8089,2696,3,8088,1,3
1213,NEKOR821696999,Tour Guide,90795,903426,Personal loan,75023,6251,12,75012,3,12
1214,NEKOR764109515,Police/Military,7215,807662,Vehicle loan,3257,135,4,540,6,24
1215,NEKOR420683462,Docter/Nurse/Pharmacist,12695,747551,Occupational Loans,12155,675,17,11475,0,18
1216,NEKOR024779025,Police/Military,9013,1400382,Personal loan,7077,393,13,5109,2,18
1217,NEKOR254894219,Teacher/Instructor,16069,4385334,Occupational Loans,12747,708,7,4956,3,18
1218,NEKOR273204516,Househusband/Housewife/Unemployed,5261,32667,Personal loan,4867,405,4,1620,5,12
1219,NEKOR130445365,Business Owner/Personal Business,337221,2744781,Occupational Loans,34495,1916,9,17244,6,18
1220,NEKOR690736742,Street Vendor,52291,1941345,Occupational Loans,33020,3668,7,25676,2,9
1221,NEKOR560309582,Employee,32408,124233,Occupational Loans,3423,570,4,2280,5,6
1222,NEKOR999125898,Retired,13719,3035766,Personal loan,11216,311,24,7464,3,36
1223,NEKOR180039313,Employee,23391,13578,Vehicle loan,20281,3380,5,16900,6,6
1224,NEKOR129388769,Househusband/Housewife/Unemployed,3350,177502,Personal loan,3310,91,18,1638,4,36
1225,NEKOR274669228,Agent/Insurance Broker,33142,140615,Occupational Loans,13105,546,17,9282,3,24
1226,NEKOR578146013,Lawyer/Accountant,190075,8486610,Occupational Loans,75566,3148,10,31480,2,24
1227,NEKOR775320295,Charity Officer,23501,391552,Personal loan,9813,1635,3,4905,7,6
1228,NEKOR819885176,Business Owner/Personal Business,184834,6981602,Vehicle loan,127993,14221,4,56884,9,9
1229,NEKOR219802912,Police/Military,7839,39971,Occupational Loans,6883,573,6,3438,4,12
1230,NEKOR354081718,Charity Officer,3144,364526,Occupational Loans,3028,126,3,378,10,24
1231,NEKOR883433809,Charity Officer,5746,43060,Vehicle loan,5236,581,5,2905,7,9
1232,NEKOR978700505,Househusband/Housewife/Unemployed,6251,134602,Personal loan,5564,927,5,4635,0,6
1233,NEKOR649570856,Docter/Nurse/Pharmacist,7045,1790979,Occupational Loans,5721,317,7,2219,6,18
1234,NEKOR665074801,Retired,17485,6065313,Occupational Loans,6920,1153,5,5765,10,6
1235,NEKOR919347114,Other,27443,1121380,Occupational Loans,6605,733,3,2199,0,9
1236,NEKOR349062694,Police/Military,20513,76322,Personal loan,19773,2197,6,13182,0,9
1237,NEKOR761357462,Teacher/Instructor,25773,3504874,Occupational Loans,25007,1389,4,5556,1,18
1238,NEKOR976201535,Business Owner/Personal Business,43119,3699164,Personal loan,8599,955,5,4775,6,9
1239,NEKOR487996163,Teacher/Instructor,27894,182826,Vehicle loan,8550,2850,3,8550,6,3
1240,NEKOR498607995,Charity Officer,8821,132861,Personal loan,5277,586,8,4688,0,9
1241,NEKOR402359181,Street Vendor,15439,3832292,Personal loan,13303,1108,11,12188,8,12
1242,NEKOR143255133,Judge/Attorney,52891,760851,Personal loan,29028,3225,5,16125,6,9
1243,NEKOR744161127,Docter/Nurse/Pharmacist,44063,1188490,Occupational Loans,24067,2674,8,21392,4,9
1244,NEKOR137633679,Judge/Attorney,94584,592074,Personal loan,3947,219,15,3285,10,18
1245,NEKOR833869446,Househusband/Housewife/Unemployed,4939,50101,Occupational Loans,4866,202,21,4242,7,24
1246,NEKOR028491501,Lawyer/Accountant,58853,8496503,Occupational Loans,55723,6191,8,49528,3,9
1247,NEKOR079525769,Politician/Family Member or Close Asscociates,16598,2805471,Personal loan,11424,634,6,3804,5,18
1248,NEKOR481326871,Street Vendor,13017,3733535,Vehicle loan,3827,637,5,3185,10,6
1249,NEKOR275135229,Retired,40640,3634710,Personal loan,13382,4460,3,13380,3,3
1250,NEKOR826458109,Lawyer/Accountant,41859,2535114,Personal loan,6492,1082,5,5410,9,6
1251,NEKOR537251811,Docter/Nurse/Pharmacist,22221,471779,Occupational Loans,12232,679,10,6790,4,18
1252,NEKOR653368680,Student,20392,21183,Personal loan,17285,1440,6,8640,4,12
1253,NEKOR775517877,Judge/Attorney,84374,582186,Occupational Loans,81542,3397,5,16985,6,24
1254,NEKOR183357331,Police/Military,10663,1460502,Vehicle loan,5200,1733,3,5199,3,3
1255,NEKOR168961410,Househusband/Housewife/Unemployed,8266,99708,Personal loan,6768,2256,3,6768,10,3
1256,NEKOR770285412,Street Vendor,21131,915123,Personal loan,6825,379,11,4169,8,18
1257,NEKOR841965063,Police/Military,6966,1865184,Occupational Loans,5131,142,14,1988,8,36
1258,NEKOR075126980,Other,8446,701206,Vehicle loan,4571,126,29,3654,0,36
1259,NEKOR433510976,Street Vendor,50544,119550,Personal loan,38768,3230,8,25840,8,12
1260,NEKOR495016431,Student,20024,155141,Vehicle loan,8245,458,15,6870,6,18
1261,NEKOR384516753,Retired,17889,459525,Vehicle loan,7889,219,13,2847,1,36
1262,NEKOR539360114,Docter/Nurse/Pharmacist,60745,619686,Occupational Loans,32041,5340,6,32040,3,6
1263,NEKOR160826291,Retired,9647,1107256,Occupational Loans,7075,393,3,1179,3,18
1264,NEKOR811870388,Househusband/Housewife/Unemployed,3038,141867,Occupational Loans,3032,336,6,2016,3,9
1265,NEKOR114498544,Student,25416,106781,Personal loan,24495,4082,6,24492,0,6
1266,NEKOR783538754,Street Vendor,40939,752723,Personal loan,16581,460,3,1380,1,36
1267,NEKOR146294114,Politician/Family Member or Close Asscociates,8389,7239667,Occupational Loans,5723,476,7,3332,0,12
1268,NEKOR943486163,Tour Guide,46385,4544655,Vehicle loan,19188,3198,6,19188,3,6
1269,NEKOR160452846,Tour Guide,6639,4207544,Vehicle loan,4152,1384,3,4152,6,3
1270,NEKOR543245716,Teacher/Instructor,17256,3433795,Occupational Loans,10972,1828,4,7312,2,6
1271,NEKOR563438875,Employee,13329,100691,Occupational Loans,8008,2669,3,8007,6,3
1272,NEKOR193799588,Househusband/Housewife/Unemployed,3792,115517,Occupational Loans,3314,552,5,2760,8,6
1273,NEKOR709388679,Househusband/Housewife/Unemployed,6755,103328,Occupational Loans,3900,650,3,1950,5,6
1274,NEKOR784300742,Retired,10551,7033296,Occupational Loans,6404,533,3,1599,6,12
1275,NEKOR824972857,Teacher/Instructor,37462,1303516,Personal loan,16156,1346,9,12114,1,12
1276,NEKOR273991813,Charity Officer,3728,226366,Occupational Loans,3641,606,3,1818,6,6
1277,NEKOR505931379,Student,16792,21144,Occupational Loans,9232,256,8,2048,8,36
1278,NEKOR434951769,Business Owner/Personal Business,365402,2552750,Personal loan,103258,5736,11,63096,8,18
1279,NEKOR883216583,Judge/Attorney,88762,1657300,Vehicle loan,59553,2481,13,32253,0,24
1280,NEKOR818896792,Retired,10035,1856228,Vehicle loan,5849,243,14,3402,5,24
1281,NEKOR420219096,Househusband/Housewife/Unemployed,6237,188156,Occupational Loans,4825,804,6,4824,7,6
1282,NEKOR627882467,Househusband/Housewife/Unemployed,5608,61026,Vehicle loan,5188,144,23,3312,5,36
1283,NEKOR971385027,Business Owner/Personal Business,38630,9309385,Personal loan,26689,1112,19,21128,0,24
1284,NEKOR414471840,Employee,32516,134021,Vehicle loan,14773,2462,3,7386,5,6
1285,NEKOR778495568,Docter/Nurse/Pharmacist,21757,344525,Occupational Loans,9367,780,3,2340,6,12
1286,NEKOR382584882,Police/Military,6473,1312982,Personal loan,4163,115,34,3910,4,36
1287,NEKOR215794829,Other,20254,4747329,Occupational Loans,16521,1376,9,12384,10,12
1288,NEKOR464597791,Business Owner/Personal Business,116266,1718305,Personal loan,14875,1652,6,9912,1,9
1289,NEKOR324904411,Retired,22388,2911784,Vehicle loan,4652,193,17,3281,1,24
1290,NEKOR580022136,Lawyer/Accountant,35714,4825398,Vehicle loan,29721,3302,6,19812,0,9
1291,NEKOR884462558,Street Vendor,39942,1595296,Vehicle loan,7768,2589,3,7767,9,3
1292,NEKOR037376008,Househusband/Housewife/Unemployed,3566,44483,Occupational Loans,3473,385,5,1925,9,9
1293,NEKOR250092703,Student,26309,127010,Vehicle loan,19687,2187,6,13122,2,9
1294,NEKOR617942036,Docter/Nurse/Pharmacist,5770,1975055,Occupational Loans,4219,234,18,4212,1,18
1295,NEKOR169013407,Other,28401,2576754,Vehicle loan,16430,912,3,2736,10,18
1296,NEKOR548816964,Teacher/Instructor,14756,4972800,Occupational Loans,6672,370,6,2220,4,18
1297,NEKOR043603465,Charity Officer,9556,179351,Personal loan,8377,465,8,3720,1,18
1298,NEKOR438374399,Street Vendor,6051,3241145,Occupational Loans,4636,772,5,3860,7,6
1299,NEKOR395498277,Teacher/Instructor,10783,1759565,Personal loan,3235,134,19,2546,9,24
1300,NEKOR931702695,Tour Guide,5593,2968935,Occupational Loans,5465,303,8,2424,0,18
1301,NEKOR875547886,Student,7554,181918,Vehicle loan,5735,955,4,3820,0,6
1302,NEKOR427658429,Househusband/Housewife/Unemployed,8034,121332,Vehicle loan,6578,730,3,2190,2,9
1303,NEKOR318105981,Police/Military,4768,986700,Vehicle loan,3686,1228,3,3684,9,3
1304,NEKOR236641955,Other,5886,4489870,Occupational Loans,5659,235,17,3995,5,24
1305,NEKOR597233569,Charity Officer,11198,445607,Personal loan,4602,383,9,3447,8,12
1306,NEKOR589817419,Agent/Insurance Broker,8494,128980,Personal loan,7356,204,20,4080,10,36
1307,NEKOR697974878,Retired,27970,2372569,Vehicle loan,22661,3776,6,22656,6,6
1308,NEKOR816321194,Agent/Insurance Broker,12121,249592,Occupational Loans,11985,499,24,11976,10,24
1309,NEKOR168359729,Teacher/Instructor,5725,981249,Personal loan,3029,336,3,1008,0,9
